media_viewers	pico_viewers	desvio_viewers	frequencia	crescimento_medio	volatilidade	tempo_horas	quantidade_categorias
-0.1886632990269196	-0.10878346206584809	-0.06893728601327154	-0.6109458388260091	-0.5064849726918149	-0.14764345664102363	-0.6109458388260091	-0.4359432291543438
-0.009768803977198162	0.0971897610468737	0.16292487025533572	0.43614913660919474	-0.05555551763897491	0.09611295600405721	0.43614913660919474	-0.4359432291543438
-0.08139953000756245	-0.08346618510511206	-0.07057380152593198	-0.19210784865192757	0.08917533154819332	-0.13029578079379664	-0.19210784865192757	-0.4359432291543438
0.04458345126387802	0.027471832531882016	0.10105452070247169	-0.4967172960512596	0.7075379429562259	0.29297888641311826	-0.4967172960512596	-0.4359432291543438
-0.2448401747608166	-0.17023192825698127	-0.15510013005559423	-0.5347934769761761	-0.044661672526271456	-0.19697822083901245	-0.5347934769761761	0.6983190252951573
0.09696535137354725	0.053170776984488445	0.05589644785546266	-0.0017269440273450381	0.09082688507196415	0.04797701063426547	-0.0017269440273450381	-0.4359432291543438
-0.17802562591454774	-0.15051244117701099	-0.15958523120803972	-0.7251743816007586	-0.023864331856564867	-0.21405755083162867	-0.7251743816007586	-0.4359432291543438
-0.16447475604356465	-0.1253223867135651	-0.12040263246222628	0.5503776793839442	-0.026098317299346648	-0.1717059133341914	0.5503776793839442	1.8325812797446586
-0.1741153350076284	-0.14071630888567094	-0.12659489748350375	-0.6680601102133839	0.2036830425296367	-0.1985323760616289	-0.6680601102133839	-0.4359432291543438
-0.13113366963560405	-0.12595849920001576	-0.12181273557700097	-0.7061362911383003	0.38718898961528314	-0.1657997239314451	-0.7061362911383003	-0.4359432291543438
-0.17379759393352598	-0.10611178962275535	-0.08434812589088297	0.7217204935460685	-0.02066474098430231	-0.13568552196814523	0.7217204935460685	0.13118789807040676
-0.2800716047435065	-0.18384473546702526	-0.15568783560202198	-0.7251743816007586	-0.12295754328281393	-0.21479684486829534	-0.7251743816007586	-0.4359432291543438
-0.2508074921497878	-0.15827301351170897	-0.12085284666944283	-0.6299839292884674	-0.2786754469526339	-0.183059249546931	-0.6299839292884674	0.13118789807040676
